nct_id,title
NCT03730662,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 (Millimole/Liter (mmol/L))] or Severe Hypoglycemia
NCT03882970,Change From Baseline in Hemoglobin A1c (HbA1c) (10 mg and 15 mg)
NCT03882970,Change From Baseline in HbA1c (5 mg)
NCT03882970,Change From Baseline in Body Weight
NCT03882970,Change From Baseline in Fasting Serum Glucose
NCT03882970,Percentage of Participants Achieving an HbA1c Target Value of <7%
NCT03882970,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values
NCT03882970,Percentage of Participants Who Achieved Weight Loss ≥5%
NCT03882970,"Diabetes Treatment Satisfaction as Measured by the Diabetes Treatment Satisfaction Questionnaire, Change Version (DTSQc) Hyperglycemia, Hypoglycemia and Treatment Satisfaction Score"
NCT03882970,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 (Millimole/Liter (mmol/L))] or Severe Hypoglycemia
NCT03954834,Percentage of Participants With HbA1c Target Value of <5.7%
NCT03954834,Change From Baseline in Hemoglobin A1c (HbA1c)
NCT03954834,Change From Baseline in Body Weight
NCT03954834,Percentage of Participants With HbA1c Target Value of <7%
NCT03954834,Change From Baseline in Fasting Serum Glucose
NCT03954834,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values
NCT03954834,Percentage of Participants Who Achieved Weight Loss ≥5%
NCT03954834,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 Millimole/Liter (mmol/L)] or Severe Hypoglycemia
NCT03954834,Pharmacokinetics (PK): Steady State Area Under the Concentration Time Curve (AUC) of Tirzepatide
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <5.7%
NCT03987919,Change From Baseline in Body Weight
NCT03987919,Percentage of Participants Achieving an HbA1c Target Value of <7%
NCT03987919,Change From Baseline in Hemoglobin A1c (HbA1c) (10 mg and 15 mg)
NCT03987919,Change From Baseline in HbA1c (5 mg)
NCT03987919,Change From Baseline in Fasting Serum Glucose (FSG)
NCT03987919,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values
NCT03987919,Percentage of Participants Who Achieved Weight Loss ≥5%
NCT03987919,"Diabetes Treatment Satisfaction as Measured by the Diabetes Treatment Satisfaction Questionnaire, Change Version (DTSQc) Hyperglycemia, Hypoglycemia and Total Score"
NCT03987919,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 Millimole/Liter (mmol/L)] or Severe Hypoglycemia
